Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#BaseCharacteristicQualifier>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#BaseCharacteristicQualifier,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Measurement Type""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,Measurement Type,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType,preferred label,Measurement Type,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType>,<http://purl.org/dc/terms/description>,"""A MeasurementType describes the type of a Measurement in which the Measurement would follow the associated Protocol to record the value of the associated Characteristic of the associated Entity using the associated Standard. Any of these associated properties may be omitted, in which case the MeasurementType is only constrained by the provided associations. A MeasurementType is a hypothetical construct, in that it is not associated with a particular instance of a Measurement.""@en",.,http://purl.org/dc/terms/description,"A MeasurementType describes the type of a Measurement in which the Measurement would follow the associated Protocol to record the value of the associated Characteristic of the associated Entity using the associated Standard. Any of these associated properties may be omitted, in which case the MeasurementType is only constrained by the provided associations. A MeasurementType is a hypothetical construct, in that it is not associated with a particular instance of a Measurement.",http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType,description,"A MeasurementType describes the type of a Measurement in which the Measurement would follow the associated Protocol to record the value of the associated Characteristic of the associated Entity using the associated Standard. Any of these associated properties may be omitted, in which case the MeasurementType is only constrained by the provided associations. A MeasurementType is a hypothetical construct, in that it is not associated with a particular instance of a Measurement.",NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasurementType,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Measured Value""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,Measured Value,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue,preferred label,Measured Value,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>,<http://purl.org/dc/terms/description>,"""A measurement value is a quantitative or qualitative result of a measurement. Measurement values can contain a coded representation of the result, e.g., as a number or string.""@en",.,http://purl.org/dc/terms/description,"A measurement value is a quantitative or qualitative result of a measurement. Measurement values can contain a coded representation of the result, e.g., as a number or string.",http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue,description,"A measurement value is a quantitative or qualitative result of a measurement. Measurement values can contain a coded representation of the result, e.g., as a number or string.",NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredValue,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""measurement for""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,measurement for,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,preferred label,measurement for,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<http://purl.org/dc/terms/description>,"""The measurementFor property gives the observation (observed entitiy) that a measurement is associated with. Each measurement is for exactly one observation.""@en",.,http://purl.org/dc/terms/description,The measurementFor property gives the observation (observed entitiy) that a measurement is associated with. Each measurement is for exactly one observation.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,description,The measurementFor property gives the observation (observed entitiy) that a measurement is associated with. Each measurement is for exactly one observation.,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#measurementFor,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""has measurement""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,has measurement,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement,preferred label,has measurement,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement>,<http://purl.org/dc/terms/description>,"""The hasMeasurement property gives the measurements of the observed entity.""@en",.,http://purl.org/dc/terms/description,The hasMeasurement property gives the measurements of the observed entity.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement,description,The hasMeasurement property gives the measurements of the observed entity.,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasMeasurement,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""characteristic for""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,characteristic for,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,preferred label,characteristic for,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<http://purl.org/dc/terms/description>,"""The characteristicFor property gives the entity of the characteristic.""@en",.,http://purl.org/dc/terms/description,The characteristicFor property gives the entity of the characteristic.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,description,The characteristicFor property gives the entity of the characteristic.,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""of entity""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,of entity,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,preferred label,of entity,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<http://purl.org/dc/terms/description>,"""The ofEntity property gives the observed entity of an observation.""@en",.,http://purl.org/dc/terms/description,The ofEntity property gives the observed entity of an observation.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,description,The ofEntity property gives the observed entity of an observation.,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""has value""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,has value,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,preferred label,has value,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<http://purl.org/dc/terms/description>,"""The hasValue property gives the value of the measurement.""@en",.,http://purl.org/dc/terms/description,The hasValue property gives the value of the measurement.,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,description,The hasValue property gives the value of the measurement.,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""has context""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,has context,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext,preferred label,has context,NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<http://purl.org/dc/terms/description>,"""The hasContext property asserts that one observation serves as the context for another observation. In a hasContext property the domain is the observation being contextualized and the range is the context. Context defines a semantic relationship between two entities that is a fundamental aspect of the observations, but not necessarily of the entities themselves. For example, most measurements are accomplished in a spatio-temporal framework that might be valuable context. The assertions made by contextual observations are assumed of the contextualized observations. Context is a transitive relationship.""@en",.,http://purl.org/dc/terms/description,"The hasContext property asserts that one observation serves as the context for another observation. In a hasContext property the domain is the observation being contextualized and the range is the context. Context defines a semantic relationship between two entities that is a fundamental aspect of the observations, but not necessarily of the entities themselves. For example, most measurements are accomplished in a spatio-temporal framework that might be valuable context. The assertions made by contextual observations are assumed of the contextualized observations. Context is a transitive relationship.",http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext,description,"The hasContext property asserts that one observation serves as the context for another observation. In a hasContext property the domain is the observation being contextualized and the range is the context. Context defines a semantic relationship between two entities that is a fundamental aspect of the observations, but not necessarily of the entities themselves. For example, most measurements are accomplished in a spatio-temporal framework that might be valuable context. The assertions made by contextual observations are assumed of the contextualized observations. Context is a transitive relationship.",NA
<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext,is in scheme,http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Taxon""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,Taxon,http://rs.tdwg.org/dwc/terms/Taxon,preferred label,Taxon,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://purl.org/dc/terms/description>,"""A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.""@en",.,http://purl.org/dc/terms/description,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,http://rs.tdwg.org/dwc/terms/Taxon,description,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/Taxon,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxonID""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxonID,http://rs.tdwg.org/dwc/terms/taxonID,preferred label,taxonID,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://purl.org/dc/terms/description>,"""An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.""@en",.,http://purl.org/dc/terms/description,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,http://rs.tdwg.org/dwc/terms/taxonID,description,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/taxonID,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/establishmentMeans>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""establishmentMeans""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,establishmentMeans,http://rs.tdwg.org/dwc/terms/establishmentMeans,preferred label,establishmentMeans,NA
<http://rs.tdwg.org/dwc/terms/establishmentMeans>,<http://purl.org/dc/terms/description>,"""Statement about whether an organism or organisms have been introduced to a given place and time through the direct or indirect activity of modern humans.""@en",.,http://purl.org/dc/terms/description,Statement about whether an organism or organisms have been introduced to a given place and time through the direct or indirect activity of modern humans.,http://rs.tdwg.org/dwc/terms/establishmentMeans,description,Statement about whether an organism or organisms have been introduced to a given place and time through the direct or indirect activity of modern humans.,NA
<http://rs.tdwg.org/dwc/terms/establishmentMeans>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/establishmentMeans,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/family>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""family""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,family,http://rs.tdwg.org/dwc/terms/family,preferred label,family,NA
<http://rs.tdwg.org/dwc/terms/family>,<http://purl.org/dc/terms/description>,"""The full scientific name of the family in which the taxon is classified.""@en",.,http://purl.org/dc/terms/description,The full scientific name of the family in which the taxon is classified.,http://rs.tdwg.org/dwc/terms/family,description,The full scientific name of the family in which the taxon is classified.,NA
<http://rs.tdwg.org/dwc/terms/family>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/family,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/genus>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""genus""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,genus,http://rs.tdwg.org/dwc/terms/genus,preferred label,genus,NA
<http://rs.tdwg.org/dwc/terms/genus>,<http://purl.org/dc/terms/description>,"""The full scientific name of the genus in which the dwc:Taxon is classified.""@en",.,http://purl.org/dc/terms/description,The full scientific name of the genus in which the dwc:Taxon is classified.,http://rs.tdwg.org/dwc/terms/genus,description,The full scientific name of the genus in which the dwc:Taxon is classified.,NA
<http://rs.tdwg.org/dwc/terms/genus>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/genus,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/infraspecificEpithet>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""infraspecificEpithet""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,infraspecificEpithet,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,preferred label,infraspecificEpithet,NA
<http://rs.tdwg.org/dwc/terms/infraspecificEpithet>,<http://purl.org/dc/terms/description>,"""The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.""@en",.,http://purl.org/dc/terms/description,"The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.",http://rs.tdwg.org/dwc/terms/infraspecificEpithet,description,"The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.",NA
<http://rs.tdwg.org/dwc/terms/infraspecificEpithet>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/specificEpithet>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""specificEpithet""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,specificEpithet,http://rs.tdwg.org/dwc/terms/specificEpithet,preferred label,specificEpithet,NA
<http://rs.tdwg.org/dwc/terms/specificEpithet>,<http://purl.org/dc/terms/description>,"""The name of the first or species epithet of the dwc:scientificName.""@en",.,http://purl.org/dc/terms/description,The name of the first or species epithet of the dwc:scientificName.,http://rs.tdwg.org/dwc/terms/specificEpithet,description,The name of the first or species epithet of the dwc:scientificName.,NA
<http://rs.tdwg.org/dwc/terms/specificEpithet>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/specificEpithet,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/taxonRank>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxonRank""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxonRank,http://rs.tdwg.org/dwc/terms/taxonRank,preferred label,taxonRank,NA
<http://rs.tdwg.org/dwc/terms/taxonRank>,<http://purl.org/dc/terms/description>,"""The taxonomic rank of the most specific name in the dwc:scientificName.""@en",.,http://purl.org/dc/terms/description,The taxonomic rank of the most specific name in the dwc:scientificName.,http://rs.tdwg.org/dwc/terms/taxonRank,description,The taxonomic rank of the most specific name in the dwc:scientificName.,NA
<http://rs.tdwg.org/dwc/terms/taxonRank>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/taxonRank,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/nomenclaturalCode>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""nomenclaturalCode""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,nomenclaturalCode,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,preferred label,nomenclaturalCode,NA
<http://rs.tdwg.org/dwc/terms/nomenclaturalCode>,<http://purl.org/dc/terms/description>,"""The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.""@en",.,http://purl.org/dc/terms/description,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,description,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,NA
<http://rs.tdwg.org/dwc/terms/nomenclaturalCode>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/taxonomicStatus>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxonomicStatus""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxonomicStatus,http://rs.tdwg.org/dwc/terms/taxonomicStatus,preferred label,taxonomicStatus,NA
<http://rs.tdwg.org/dwc/terms/taxonomicStatus>,<http://purl.org/dc/terms/description>,"""The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.""@en",.,http://purl.org/dc/terms/description,"The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",http://rs.tdwg.org/dwc/terms/taxonomicStatus,description,"The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",NA
<http://rs.tdwg.org/dwc/terms/taxonomicStatus>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/taxonomicStatus,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/scientificName>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""scientificName""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,scientificName,http://rs.tdwg.org/dwc/terms/scientificName,preferred label,scientificName,NA
<http://rs.tdwg.org/dwc/terms/scientificName>,<http://purl.org/dc/terms/description>,"""The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.""@en",.,http://purl.org/dc/terms/description,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.",http://rs.tdwg.org/dwc/terms/scientificName,description,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.",NA
<http://rs.tdwg.org/dwc/terms/scientificName>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/scientificName,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxonID""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxonID,http://rs.tdwg.org/dwc/terms/taxonID,preferred label,taxonID,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://purl.org/dc/terms/description>,"""An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.""@en",.,http://purl.org/dc/terms/description,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,http://rs.tdwg.org/dwc/terms/taxonID,description,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,NA
<http://rs.tdwg.org/dwc/terms/taxonID>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/taxonID,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/scientificNameID>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""scientificNameID""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,scientificNameID,http://rs.tdwg.org/dwc/terms/scientificNameID,preferred label,scientificNameID,NA
<http://rs.tdwg.org/dwc/terms/scientificNameID>,<http://purl.org/dc/terms/description>,"""An identifier for the nomenclatural (not taxonomic) details of a scientific name.""@en",.,http://purl.org/dc/terms/description,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,http://rs.tdwg.org/dwc/terms/scientificNameID,description,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,NA
<http://rs.tdwg.org/dwc/terms/scientificNameID>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/scientificNameID,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Taxon""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,Taxon,http://rs.tdwg.org/dwc/terms/Taxon,preferred label,Taxon,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://purl.org/dc/terms/description>,"""A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.""@en",.,http://purl.org/dc/terms/description,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,http://rs.tdwg.org/dwc/terms/Taxon,description,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,NA
<http://rs.tdwg.org/dwc/terms/Taxon>,<http://www.w3.org/2004/02/skos/core#inScheme>,<http://rs.tdwg.org/dwc/terms/>,.,http://www.w3.org/2004/02/skos/core#inScheme,http://rs.tdwg.org/dwc/terms,http://rs.tdwg.org/dwc/terms/Taxon,is in scheme,http://rs.tdwg.org/dwc/terms,NA
<http://rs.tdwg.org/dwc/terms/identificationQualifier>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""identificationQualifier""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,identificationQualifier,http://rs.tdwg.org/dwc/terms/identificationQualifier,preferred label,identificationQualifier,NA
